Tile Name,Predicted Class,Slide Name,Tumor Cells (%),Tumor Cells Count,Mitosis (%),Mitosis Count,Karyorrhexis (%),Karyorrhexis Count,Stroma (%),Stroma Count,Final Classification
./tiles_output\NBL-11\tile_27591_40476.jpg,Tumor Cells,NBL-11.svs,39.95,262,13.36,88,21.44,141,25.25,165,Tumor Positive
./tiles_output\NBL-11\tile_27591_40732.jpg,Tumor Cells,NBL-11.svs,47.94,314,11.06,72,23.34,153,17.66,116,Tumor Positive
./tiles_output\NBL-11\tile_27591_40988.jpg,Tumor Cells,NBL-11.svs,49.5,324,11.57,76,24.59,161,14.34,94,Tumor Positive
./tiles_output\NBL-11\tile_27591_41500.jpg,Tumor Cells,NBL-11.svs,51.34,336,11.79,77,21.87,143,15.01,98,Tumor Positive
./tiles_output\NBL-11\tile_27591_41756.jpg,Tumor Cells,NBL-11.svs,28.74,188,23.85,156,24.41,160,23.0,151,Tumor Positive
./tiles_output\NBL-11\tile_27591_42012.jpg,Karyorrhexis,NBL-11.svs,24.66,162,24.17,158,28.04,184,23.13,152,Tumor Positive
./tiles_output\NBL-11\tile_27591_42268.jpg,Mitosis,NBL-11.svs,21.99,144,29.25,192,24.53,161,24.22,159,Tumor Positive
./tiles_output\NBL-11\tile_27591_42524.jpg,Stroma,NBL-11.svs,26.66,175,19.78,130,26.27,172,27.29,179,Tumor Positive
./tiles_output\NBL-11\tile_27591_43036.jpg,Tumor Cells,NBL-11.svs,33.36,219,18.7,123,23.31,153,24.64,161,Tumor Positive
./tiles_output\NBL-11\tile_27591_43548.jpg,Tumor Cells,NBL-11.svs,38.78,254,22.64,148,19.64,129,18.94,124,Tumor Positive
./tiles_output\NBL-11\tile_27847_40476.jpg,Tumor Cells,NBL-11.svs,44.89,294,14.59,96,21.67,142,18.85,124,Tumor Positive
./tiles_output\NBL-11\tile_27847_40732.jpg,Tumor Cells,NBL-11.svs,50.71,332,14.86,97,19.12,125,15.31,100,Tumor Positive
./tiles_output\NBL-11\tile_27847_40988.jpg,Tumor Cells,NBL-11.svs,52.54,344,10.13,66,23.21,152,14.11,92,Tumor Positive
./tiles_output\NBL-11\tile_27847_41244.jpg,Tumor Cells,NBL-11.svs,39.89,261,17.02,112,25.97,170,17.13,112,Tumor Positive
./tiles_output\NBL-11\tile_27847_42268.jpg,Tumor Cells,NBL-11.svs,36.24,238,23.43,154,21.56,141,18.77,123,Tumor Positive
./tiles_output\NBL-11\tile_27847_42524.jpg,Karyorrhexis,NBL-11.svs,27.05,177,18.08,118,33.95,222,20.93,137,Tumor Positive
./tiles_output\NBL-11\tile_27847_42780.jpg,Karyorrhexis,NBL-11.svs,27.78,182,12.22,80,34.62,227,25.38,166,Tumor Positive
./tiles_output\NBL-11\tile_27847_43036.jpg,Tumor Cells,NBL-11.svs,30.34,199,18.84,123,26.49,174,24.33,159,Tumor Positive
./tiles_output\NBL-11\tile_27847_43292.jpg,Tumor Cells,NBL-11.svs,36.44,239,15.95,105,25.52,167,22.08,145,Tumor Positive
./tiles_output\NBL-11\tile_28103_40220.jpg,Tumor Cells,NBL-11.svs,40.25,264,16.87,111,20.82,136,22.05,145,Tumor Positive
./tiles_output\NBL-11\tile_28103_41244.jpg,Tumor Cells,NBL-11.svs,39.57,259,16.14,106,25.89,170,18.39,121,Tumor Positive
./tiles_output\NBL-11\tile_28103_41756.jpg,Karyorrhexis,NBL-11.svs,23.77,156,16.68,109,30.03,197,29.53,194,Tumor Positive
./tiles_output\NBL-11\tile_28103_42012.jpg,Tumor Cells,NBL-11.svs,27.68,181,22.85,150,25.65,168,23.82,156,Tumor Positive
./tiles_output\NBL-11\tile_28103_42268.jpg,Mitosis,NBL-11.svs,25.65,168,26.61,174,21.73,142,26.01,170,Tumor Positive
./tiles_output\NBL-11\tile_28103_42524.jpg,Karyorrhexis,NBL-11.svs,28.69,188,20.06,131,29.43,193,21.82,143,Tumor Positive
./tiles_output\NBL-11\tile_28103_42780.jpg,Tumor Cells,NBL-11.svs,31.5,206,20.71,136,25.94,170,21.86,143,Tumor Positive
./tiles_output\NBL-11\tile_28103_43036.jpg,Tumor Cells,NBL-11.svs,38.94,255,16.71,110,24.03,157,20.32,133,Tumor Positive
./tiles_output\NBL-11\tile_28103_43292.jpg,Tumor Cells,NBL-11.svs,33.58,220,16.69,109,25.26,166,24.47,160,Tumor Positive
./tiles_output\NBL-11\tile_28103_43548.jpg,Tumor Cells,NBL-11.svs,35.54,233,19.73,129,23.31,153,21.43,140,Tumor Positive
./tiles_output\NBL-11\tile_28359_40220.jpg,Tumor Cells,NBL-11.svs,46.53,305,10.83,71,22.28,146,20.36,133,Tumor Positive
./tiles_output\NBL-11\tile_28359_40732.jpg,Tumor Cells,NBL-11.svs,46.79,307,11.13,73,24.62,161,17.46,114,Tumor Positive
./tiles_output\NBL-11\tile_28359_40988.jpg,Tumor Cells,NBL-11.svs,33.25,218,16.92,111,28.46,187,21.36,140,Tumor Positive
./tiles_output\NBL-11\tile_28359_41756.jpg,Tumor Cells,NBL-11.svs,37.02,243,14.9,98,26.18,172,21.9,144,Tumor Positive
./tiles_output\NBL-11\tile_28359_42012.jpg,Karyorrhexis,NBL-11.svs,27.12,178,17.24,113,31.67,208,23.97,157,Tumor Positive
./tiles_output\NBL-11\tile_28359_42268.jpg,Tumor Cells,NBL-11.svs,27.15,178,25.39,166,22.44,147,25.02,164,Tumor Positive
./tiles_output\NBL-11\tile_28359_42524.jpg,Tumor Cells,NBL-11.svs,33.46,219,20.45,134,25.1,164,20.99,138,Tumor Positive
./tiles_output\NBL-11\tile_28359_42780.jpg,Tumor Cells,NBL-11.svs,33.62,220,19.36,127,24.15,158,22.87,150,Tumor Positive
./tiles_output\NBL-11\tile_28359_43036.jpg,Tumor Cells,NBL-11.svs,30.78,202,17.6,115,28.63,188,22.99,151,Tumor Positive
./tiles_output\NBL-11\tile_28359_43292.jpg,Tumor Cells,NBL-11.svs,35.88,235,21.64,142,17.49,115,24.98,164,Tumor Positive
./tiles_output\NBL-11\tile_28615_40220.jpg,Tumor Cells,NBL-11.svs,44.49,292,17.32,114,24.1,158,14.1,92,Tumor Positive
./tiles_output\NBL-11\tile_28615_41500.jpg,Tumor Cells,NBL-11.svs,37.31,245,17.29,113,25.67,168,19.73,129,Tumor Positive
./tiles_output\NBL-11\tile_28615_41756.jpg,Tumor Cells,NBL-11.svs,32.76,215,16.78,110,27.64,181,22.82,150,Tumor Positive
./tiles_output\NBL-11\tile_28615_42012.jpg,Tumor Cells,NBL-11.svs,41.21,270,17.54,115,23.3,153,17.96,118,Tumor Positive
./tiles_output\NBL-11\tile_28615_42268.jpg,Tumor Cells,NBL-11.svs,37.93,249,18.55,122,24.54,161,18.98,124,Tumor Positive
./tiles_output\NBL-11\tile_28615_42524.jpg,Tumor Cells,NBL-11.svs,34.49,226,18.21,119,28.39,186,18.9,124,Tumor Positive
./tiles_output\NBL-11\tile_28615_42780.jpg,Tumor Cells,NBL-11.svs,33.89,222,17.45,114,27.56,181,21.09,138,Tumor Positive
./tiles_output\NBL-11\tile_28615_43036.jpg,Karyorrhexis,NBL-11.svs,25.51,167,19.63,129,32.82,215,22.04,144,Tumor Positive
./tiles_output\NBL-11\tile_28871_40732.jpg,Tumor Cells,NBL-11.svs,41.75,274,16.88,111,18.94,124,22.42,147,Tumor Positive
./tiles_output\NBL-11\tile_28871_40988.jpg,Tumor Cells,NBL-11.svs,38.84,255,12.72,83,28.62,188,19.81,130,Tumor Positive
./tiles_output\NBL-11\tile_28871_41756.jpg,Tumor Cells,NBL-11.svs,34.6,227,19.93,131,26.22,172,19.26,126,Tumor Positive
./tiles_output\NBL-11\tile_28871_42012.jpg,Tumor Cells,NBL-11.svs,35.69,234,21.34,140,18.27,120,24.69,162,Tumor Positive
./tiles_output\NBL-11\tile_28871_42268.jpg,Tumor Cells,NBL-11.svs,37.79,248,18.96,124,20.73,136,22.53,148,Tumor Positive
./tiles_output\NBL-11\tile_29127_39964.jpg,Tumor Cells,NBL-11.svs,28.53,187,26.63,175,17.97,118,26.87,176,Tumor Positive
./tiles_output\NBL-11\tile_29127_40476.jpg,Tumor Cells,NBL-11.svs,42.45,278,15.89,104,22.01,144,19.65,129,Tumor Positive
./tiles_output\NBL-11\tile_29127_40732.jpg,Tumor Cells,NBL-11.svs,39.86,261,18.31,120,20.56,135,21.26,139,Tumor Positive
./tiles_output\NBL-11\tile_29127_40988.jpg,Tumor Cells,NBL-11.svs,47.05,308,16.67,109,22.43,147,13.85,91,Tumor Positive
./tiles_output\NBL-11\tile_29127_42268.jpg,Tumor Cells,NBL-11.svs,33.05,217,21.13,138,29.35,192,16.47,108,Tumor Positive
./tiles_output\NBL-11\tile_29383_40476.jpg,Tumor Cells,NBL-11.svs,32.94,216,15.72,103,27.37,179,23.96,157,Tumor Positive
./tiles_output\NBL-11\tile_29383_40732.jpg,Tumor Cells,NBL-11.svs,31.17,204,21.02,138,24.37,160,23.45,154,Tumor Positive
./tiles_output\NBL-11\tile_29383_40988.jpg,Tumor Cells,NBL-11.svs,43.12,283,19.02,125,20.26,133,17.6,115,Tumor Positive
./tiles_output\NBL-11\tile_29383_41244.jpg,Tumor Cells,NBL-11.svs,34.99,229,17.63,116,28.35,186,19.03,125,Tumor Positive
./tiles_output\NBL-11\tile_29383_41500.jpg,Tumor Cells,NBL-11.svs,31.37,206,19.64,129,30.16,198,18.82,123,Tumor Positive
./tiles_output\NBL-11\tile_29383_41756.jpg,Tumor Cells,NBL-11.svs,37.32,245,20.44,134,20.73,136,21.51,141,Tumor Positive
./tiles_output\NBL-11\tile_29383_42012.jpg,Tumor Cells,NBL-11.svs,40.53,266,16.52,108,25.88,170,17.07,112,Tumor Positive
./tiles_output\NBL-11\tile_29383_42524.jpg,Tumor Cells,NBL-11.svs,36.79,241,18.39,121,25.72,169,19.1,125,Tumor Positive
./tiles_output\NBL-11\tile_29639_39708.jpg,Tumor Cells,NBL-11.svs,35.29,231,20.43,134,22.36,147,21.93,144,Tumor Positive
./tiles_output\NBL-11\tile_29639_39964.jpg,Stroma,NBL-11.svs,30.45,200,19.07,125,19.18,126,31.3,205,Tumor Positive
./tiles_output\NBL-11\tile_29639_40476.jpg,Tumor Cells,NBL-11.svs,36.17,237,16.16,106,22.95,150,24.72,162,Tumor Positive
./tiles_output\NBL-11\tile_29639_40732.jpg,Tumor Cells,NBL-11.svs,39.07,256,15.01,98,25.16,165,20.76,136,Tumor Positive
./tiles_output\NBL-11\tile_29639_40988.jpg,Tumor Cells,NBL-11.svs,38.25,251,15.96,105,22.11,145,23.68,155,Tumor Positive
./tiles_output\NBL-11\tile_29639_41244.jpg,Tumor Cells,NBL-11.svs,38.66,253,14.9,98,25.73,169,20.72,136,Tumor Positive
./tiles_output\NBL-11\tile_29639_41500.jpg,Tumor Cells,NBL-11.svs,40.85,268,15.73,103,23.8,156,19.62,129,Tumor Positive
./tiles_output\NBL-11\tile_29639_41756.jpg,Tumor Cells,NBL-11.svs,35.37,232,18.41,121,26.46,173,19.76,129,Tumor Positive
./tiles_output\NBL-11\tile_29639_42012.jpg,Tumor Cells,NBL-11.svs,32.52,213,15.16,99,28.19,185,24.12,158,Tumor Positive
./tiles_output\NBL-11\tile_29895_39708.jpg,Tumor Cells,NBL-11.svs,30.26,198,22.16,145,22.37,147,25.22,165,Tumor Positive
./tiles_output\NBL-11\tile_29895_39964.jpg,Tumor Cells,NBL-11.svs,34.92,229,15.27,100,20.83,137,28.97,190,Tumor Positive
./tiles_output\NBL-11\tile_29895_40220.jpg,Tumor Cells,NBL-11.svs,38.79,254,14.83,97,19.45,127,26.93,176,Tumor Positive
./tiles_output\NBL-11\tile_29895_40476.jpg,Tumor Cells,NBL-11.svs,40.69,267,18.95,124,20.8,136,19.57,128,Tumor Positive
./tiles_output\NBL-11\tile_29895_40732.jpg,Tumor Cells,NBL-11.svs,43.98,288,12.32,81,27.34,179,16.36,107,Tumor Positive
./tiles_output\NBL-11\tile_29895_40988.jpg,Tumor Cells,NBL-11.svs,43.49,285,16.09,105,22.85,150,17.58,115,Tumor Positive
./tiles_output\NBL-11\tile_29895_41244.jpg,Tumor Cells,NBL-11.svs,36.85,242,18.43,121,26.71,175,18.01,118,Tumor Positive
./tiles_output\NBL-11\tile_29895_41500.jpg,Tumor Cells,NBL-11.svs,30.31,199,17.64,116,29.61,194,22.45,147,Tumor Positive
./tiles_output\NBL-11\tile_29895_41756.jpg,Tumor Cells,NBL-11.svs,30.16,198,23.88,156,25.89,170,20.07,132,Tumor Positive
./tiles_output\NBL-11\tile_29895_42012.jpg,Tumor Cells,NBL-11.svs,38.02,249,14.76,97,26.82,176,20.4,134,Tumor Positive
./tiles_output\NBL-11\tile_30151_39708.jpg,Tumor Cells,NBL-11.svs,27.11,178,26.48,174,24.04,158,22.36,147,Tumor Positive
./tiles_output\NBL-11\tile_30151_39964.jpg,Tumor Cells,NBL-11.svs,29.53,194,22.81,149,27.89,183,19.76,129,Tumor Positive
./tiles_output\NBL-11\tile_30151_40220.jpg,Tumor Cells,NBL-11.svs,38.79,254,18.02,118,24.74,162,18.45,121,Tumor Positive
./tiles_output\NBL-11\tile_30151_40476.jpg,Tumor Cells,NBL-11.svs,37.96,249,16.39,107,23.63,155,22.01,144,Tumor Positive
./tiles_output\NBL-11\tile_30151_40732.jpg,Tumor Cells,NBL-11.svs,34.34,225,18.31,120,27.73,182,19.62,129,Tumor Positive
./tiles_output\NBL-11\tile_30151_40988.jpg,Tumor Cells,NBL-11.svs,38.52,252,20.32,133,23.1,151,18.07,118,Tumor Positive
./tiles_output\NBL-11\tile_30151_41244.jpg,Tumor Cells,NBL-11.svs,32.51,213,18.91,124,24.02,157,24.57,161,Tumor Positive
./tiles_output\NBL-11\tile_30151_41500.jpg,Tumor Cells,NBL-11.svs,30.65,201,18.78,123,26.4,173,24.17,158,Tumor Positive
./tiles_output\NBL-11\tile_30151_41756.jpg,Karyorrhexis,NBL-11.svs,29.11,191,17.97,118,34.64,227,18.28,120,Tumor Positive
./tiles_output\NBL-11\tile_30151_42012.jpg,Stroma,NBL-11.svs,19.83,130,26.33,173,23.65,155,30.19,198,Tumor Positive
./tiles_output\NBL-11\tile_30407_39708.jpg,Karyorrhexis,NBL-11.svs,27.81,182,21.64,142,28.86,189,21.69,142,Tumor Positive
./tiles_output\NBL-11\tile_30407_39964.jpg,Tumor Cells,NBL-11.svs,36.05,236,18.34,120,27.47,180,18.14,119,Tumor Positive
./tiles_output\NBL-11\tile_30407_40220.jpg,Tumor Cells,NBL-11.svs,37.03,243,15.84,104,25.25,165,21.89,143,Tumor Positive
./tiles_output\NBL-11\tile_30407_40476.jpg,Tumor Cells,NBL-11.svs,38.48,252,16.81,110,26.59,174,18.12,119,Tumor Positive
./tiles_output\NBL-11\tile_30407_40732.jpg,Tumor Cells,NBL-11.svs,37.73,247,17.21,113,22.96,150,22.1,145,Tumor Positive
./tiles_output\NBL-11\tile_30407_40988.jpg,Tumor Cells,NBL-11.svs,32.79,215,20.92,137,24.67,162,21.63,142,Tumor Positive
./tiles_output\NBL-11\tile_30407_41244.jpg,Tumor Cells,NBL-11.svs,30.64,201,18.34,120,25.83,169,25.19,165,Tumor Positive
./tiles_output\NBL-11\tile_30407_41500.jpg,Tumor Cells,NBL-11.svs,36.75,241,16.37,107,22.09,145,24.78,162,Tumor Positive
./tiles_output\NBL-11\tile_30407_41756.jpg,Tumor Cells,NBL-11.svs,31.67,208,15.17,99,31.07,204,22.09,145,Tumor Positive
./tiles_output\NBL-11\tile_30663_39196.jpg,Tumor Cells,NBL-11.svs,29.87,196,20.35,133,26.2,172,23.58,155,Tumor Positive
./tiles_output\NBL-11\tile_30663_39708.jpg,Karyorrhexis,NBL-11.svs,28.88,189,19.31,127,29.44,193,22.37,147,Tumor Positive
./tiles_output\NBL-11\tile_30663_39964.jpg,Tumor Cells,NBL-11.svs,33.03,216,14.43,95,28.03,184,24.5,161,Tumor Positive
./tiles_output\NBL-11\tile_30663_40220.jpg,Tumor Cells,NBL-11.svs,38.43,252,16.19,106,26.42,173,18.96,124,Tumor Positive
./tiles_output\NBL-11\tile_30663_40476.jpg,Tumor Cells,NBL-11.svs,40.14,263,15.08,99,24.74,162,20.04,131,Tumor Positive
./tiles_output\NBL-11\tile_30663_40732.jpg,Tumor Cells,NBL-11.svs,36.64,240,21.63,142,26.05,171,15.68,103,Tumor Positive
./tiles_output\NBL-11\tile_30663_40988.jpg,Tumor Cells,NBL-11.svs,35.66,234,19.36,127,25.74,169,19.25,126,Tumor Positive
./tiles_output\NBL-11\tile_30663_41244.jpg,Tumor Cells,NBL-11.svs,35.37,232,16.59,109,26.99,177,21.05,138,Tumor Positive
./tiles_output\NBL-11\tile_30663_41500.jpg,Tumor Cells,NBL-11.svs,33.57,220,15.89,104,29.29,192,21.25,139,Tumor Positive
./tiles_output\NBL-11\tile_30663_41756.jpg,Stroma,NBL-11.svs,26.33,173,16.06,105,26.73,175,30.89,202,Tumor Positive
./tiles_output\NBL-11\tile_30919_39964.jpg,Tumor Cells,NBL-11.svs,33.97,223,18.88,124,25.12,165,22.03,144,Tumor Positive
./tiles_output\NBL-11\tile_30919_40220.jpg,Tumor Cells,NBL-11.svs,34.32,225,15.99,105,31.15,204,18.54,122,Tumor Positive
./tiles_output\NBL-11\tile_30919_40476.jpg,Karyorrhexis,NBL-11.svs,28.66,188,16.74,110,35.68,234,18.93,124,Tumor Positive
./tiles_output\NBL-11\tile_30919_40732.jpg,Tumor Cells,NBL-11.svs,38.33,251,15.02,98,28.64,188,18.01,118,Tumor Positive
./tiles_output\NBL-11\tile_30919_40988.jpg,Tumor Cells,NBL-11.svs,39.05,256,14.76,97,25.58,168,20.61,135,Tumor Positive
./tiles_output\NBL-11\tile_30919_41244.jpg,Karyorrhexis,NBL-11.svs,29.88,196,16.1,106,33.13,217,20.89,137,Tumor Positive
./tiles_output\NBL-11\tile_30919_41500.jpg,Tumor Cells,NBL-11.svs,33.45,219,15.4,101,26.12,171,25.03,164,Tumor Positive
./tiles_output\NBL-11\tile_30919_41756.jpg,Tumor Cells,NBL-11.svs,31.87,209,21.86,143,26.67,175,19.61,129,Tumor Positive
./tiles_output\NBL-11\tile_31175_39452.jpg,Tumor Cells,NBL-11.svs,33.78,221,17.76,116,33.4,219,15.06,99,Tumor Positive
./tiles_output\NBL-11\tile_31175_39964.jpg,Tumor Cells,NBL-11.svs,35.91,235,18.28,120,24.33,159,21.48,141,Tumor Positive
./tiles_output\NBL-11\tile_31175_40220.jpg,Tumor Cells,NBL-11.svs,35.19,231,16.69,109,31.49,206,16.63,109,Tumor Positive
./tiles_output\NBL-11\tile_31175_40476.jpg,Tumor Cells,NBL-11.svs,40.49,265,18.75,123,22.38,147,18.38,120,Tumor Positive
./tiles_output\NBL-11\tile_31175_40732.jpg,Tumor Cells,NBL-11.svs,38.0,249,17.02,112,21.7,142,23.28,153,Tumor Positive
./tiles_output\NBL-11\tile_31175_40988.jpg,Tumor Cells,NBL-11.svs,34.16,224,15.42,101,29.48,193,20.94,137,Tumor Positive
./tiles_output\NBL-11\tile_31175_41244.jpg,Tumor Cells,NBL-11.svs,30.18,198,20.26,133,25.78,169,23.78,156,Tumor Positive
./tiles_output\NBL-11\tile_31175_41500.jpg,Tumor Cells,NBL-11.svs,33.44,219,19.59,128,22.33,146,24.64,161,Tumor Positive
./tiles_output\NBL-11\tile_31431_39196.jpg,Tumor Cells,NBL-11.svs,36.48,239,17.3,113,29.34,192,16.88,111,Tumor Positive
./tiles_output\NBL-11\tile_31431_39452.jpg,Tumor Cells,NBL-11.svs,34.0,223,17.77,116,24.27,159,23.96,157,Tumor Positive
./tiles_output\NBL-11\tile_31431_39708.jpg,Tumor Cells,NBL-11.svs,30.73,201,24.19,159,24.44,160,20.64,135,Tumor Positive
./tiles_output\NBL-11\tile_31431_39964.jpg,Tumor Cells,NBL-11.svs,31.42,206,20.68,136,27.75,182,20.14,132,Tumor Positive
./tiles_output\NBL-11\tile_31431_40220.jpg,Tumor Cells,NBL-11.svs,33.99,223,12.79,84,33.38,219,19.84,130,Tumor Positive
./tiles_output\NBL-11\tile_31431_40476.jpg,Tumor Cells,NBL-11.svs,39.43,258,15.71,103,23.35,153,21.51,141,Tumor Positive
./tiles_output\NBL-11\tile_31431_40988.jpg,Tumor Cells,NBL-11.svs,32.43,213,15.49,102,27.76,182,24.32,159,Tumor Positive
./tiles_output\NBL-11\tile_31431_41244.jpg,Tumor Cells,NBL-11.svs,32.11,210,17.31,113,28.99,190,21.59,141,Tumor Positive
./tiles_output\NBL-11\tile_31431_41500.jpg,Tumor Cells,NBL-11.svs,29.16,191,20.88,137,26.85,176,23.11,151,Tumor Positive
./tiles_output\NBL-11\tile_31431_41756.jpg,Mitosis,NBL-11.svs,24.79,162,30.8,202,19.03,125,25.37,166,Tumor Positive
./tiles_output\NBL-11\tile_31687_39196.jpg,Tumor Cells,NBL-11.svs,37.5,246,15.39,101,24.16,158,22.95,150,Tumor Positive
./tiles_output\NBL-11\tile_31687_39452.jpg,Tumor Cells,NBL-11.svs,39.43,258,21.62,142,18.11,119,20.83,137,Tumor Positive
./tiles_output\NBL-11\tile_31687_39964.jpg,Tumor Cells,NBL-11.svs,42.25,277,13.03,85,29.75,195,14.96,98,Tumor Positive
./tiles_output\NBL-11\tile_31687_40476.jpg,Tumor Cells,NBL-11.svs,34.9,229,17.85,117,27.97,183,19.28,126,Tumor Positive
./tiles_output\NBL-11\tile_31687_40988.jpg,Tumor Cells,NBL-11.svs,30.7,201,20.47,134,28.33,186,20.5,134,Tumor Positive
./tiles_output\NBL-11\tile_31687_41244.jpg,Tumor Cells,NBL-11.svs,34.54,226,13.49,88,27.41,180,24.56,161,Tumor Positive
./tiles_output\NBL-11\tile_31687_41500.jpg,Stroma,NBL-11.svs,24.35,160,22.04,144,24.93,163,28.68,188,Tumor Positive
./tiles_output\NBL-11\tile_31943_38940.jpg,Tumor Cells,NBL-11.svs,34.92,229,16.46,108,30.98,203,17.64,116,Tumor Positive
./tiles_output\NBL-11\tile_31943_39196.jpg,Tumor Cells,NBL-11.svs,33.15,217,19.04,125,21.66,142,26.15,171,Tumor Positive
./tiles_output\NBL-11\tile_31943_39452.jpg,Tumor Cells,NBL-11.svs,37.23,244,16.12,106,23.08,151,23.57,154,Tumor Positive
./tiles_output\NBL-11\tile_31943_39708.jpg,Tumor Cells,NBL-11.svs,34.03,223,21.06,138,25.71,168,19.2,126,Tumor Positive
./tiles_output\NBL-11\tile_31943_40476.jpg,Tumor Cells,NBL-11.svs,31.76,208,17.27,113,31.02,203,19.96,131,Tumor Positive
./tiles_output\NBL-11\tile_31943_40732.jpg,Tumor Cells,NBL-11.svs,32.63,214,21.15,139,27.75,182,18.48,121,Tumor Positive
./tiles_output\NBL-11\tile_31943_40988.jpg,Karyorrhexis,NBL-11.svs,25.96,170,21.48,141,28.97,190,23.59,155,Tumor Positive
./tiles_output\NBL-11\tile_31943_41244.jpg,Tumor Cells,NBL-11.svs,33.87,222,19.35,127,25.41,167,21.37,140,Tumor Positive
./tiles_output\NBL-11\tile_31943_41500.jpg,Tumor Cells,NBL-11.svs,36.24,238,23.66,155,19.15,126,20.96,137,Tumor Positive
./tiles_output\NBL-11\tile_32199_38940.jpg,Tumor Cells,NBL-11.svs,51.51,338,13.64,89,21.49,141,13.36,88,Tumor Positive
./tiles_output\NBL-11\tile_32199_39452.jpg,Tumor Cells,NBL-11.svs,41.01,269,17.92,117,22.75,149,18.33,120,Tumor Positive
./tiles_output\NBL-11\tile_32199_39708.jpg,Tumor Cells,NBL-11.svs,32.68,214,17.88,117,30.34,199,19.1,125,Tumor Positive
./tiles_output\NBL-11\tile_32199_39964.jpg,Karyorrhexis,NBL-11.svs,28.25,185,21.3,140,32.13,211,18.32,120,Tumor Positive
./tiles_output\NBL-11\tile_32199_40220.jpg,Tumor Cells,NBL-11.svs,37.74,247,15.65,103,29.64,194,16.97,111,Tumor Positive
./tiles_output\NBL-11\tile_32199_40476.jpg,Karyorrhexis,NBL-11.svs,30.32,199,15.74,103,34.1,223,19.84,130,Tumor Positive
./tiles_output\NBL-11\tile_32199_40732.jpg,Karyorrhexis,NBL-11.svs,33.77,221,15.42,101,34.57,227,16.25,106,Tumor Positive
./tiles_output\NBL-11\tile_32199_40988.jpg,Tumor Cells,NBL-11.svs,37.72,247,13.61,89,25.47,167,23.2,152,Tumor Positive
./tiles_output\NBL-11\tile_32199_41244.jpg,Tumor Cells,NBL-11.svs,33.12,217,13.9,91,28.4,186,24.57,161,Tumor Positive
./tiles_output\NBL-11\tile_32199_41500.jpg,Tumor Cells,NBL-11.svs,36.59,240,20.22,133,26.77,175,16.41,108,Tumor Positive
./tiles_output\NBL-11\tile_32455_39452.jpg,Tumor Cells,NBL-11.svs,32.42,212,21.54,141,24.83,163,21.21,139,Tumor Positive
./tiles_output\NBL-11\tile_32455_39708.jpg,Tumor Cells,NBL-11.svs,35.6,233,20.3,133,26.38,173,17.72,116,Tumor Positive
./tiles_output\NBL-11\tile_32455_39964.jpg,Tumor Cells,NBL-11.svs,34.0,223,22.29,146,28.95,190,14.75,97,Tumor Positive
./tiles_output\NBL-11\tile_32455_40220.jpg,Tumor Cells,NBL-11.svs,37.95,249,14.89,98,29.0,190,18.17,119,Tumor Positive
./tiles_output\NBL-11\tile_32455_40476.jpg,Tumor Cells,NBL-11.svs,31.47,206,18.35,120,27.81,182,22.37,147,Tumor Positive
./tiles_output\NBL-11\tile_32455_40732.jpg,Tumor Cells,NBL-11.svs,33.32,218,15.48,101,28.08,184,23.11,151,Tumor Positive
./tiles_output\NBL-11\tile_32455_40988.jpg,Tumor Cells,NBL-11.svs,33.73,221,14.66,96,27.51,180,24.11,158,Tumor Positive
./tiles_output\NBL-11\tile_32455_41244.jpg,Tumor Cells,NBL-11.svs,33.65,221,15.18,99,22.48,147,28.69,188,Tumor Positive
./tiles_output\NBL-11\tile_32711_38940.jpg,Tumor Cells,NBL-11.svs,49.75,326,15.78,103,21.23,139,13.24,87,Tumor Positive
./tiles_output\NBL-11\tile_32711_39452.jpg,Karyorrhexis,NBL-11.svs,26.78,176,25.56,168,32.21,211,15.45,101,Tumor Positive
./tiles_output\NBL-11\tile_32711_39708.jpg,Tumor Cells,NBL-11.svs,33.13,217,21.69,142,31.16,204,14.02,92,Tumor Positive
./tiles_output\NBL-11\tile_32711_39964.jpg,Tumor Cells,NBL-11.svs,35.22,231,17.49,115,27.77,182,19.52,128,Tumor Positive
./tiles_output\NBL-11\tile_32711_40220.jpg,Tumor Cells,NBL-11.svs,32.67,214,13.23,87,31.81,208,22.29,146,Tumor Positive
./tiles_output\NBL-11\tile_32711_40476.jpg,Tumor Cells,NBL-11.svs,32.7,214,13.08,86,29.19,191,25.03,164,Tumor Positive
./tiles_output\NBL-11\tile_32711_40732.jpg,Tumor Cells,NBL-11.svs,36.33,238,15.49,102,28.07,184,20.11,132,Tumor Positive
./tiles_output\NBL-11\tile_32711_40988.jpg,Tumor Cells,NBL-11.svs,31.07,204,15.4,101,25.66,168,27.87,183,Tumor Positive
./tiles_output\NBL-11\tile_32711_41244.jpg,Tumor Cells,NBL-11.svs,37.57,246,17.85,117,25.44,167,19.14,125,Tumor Positive
./tiles_output\NBL-11\tile_32967_38940.jpg,Tumor Cells,NBL-11.svs,47.61,312,11.68,77,26.27,172,14.44,95,Tumor Positive
./tiles_output\NBL-11\tile_32967_39708.jpg,Karyorrhexis,NBL-11.svs,30.67,201,17.4,114,34.02,223,17.92,117,Tumor Positive
./tiles_output\NBL-11\tile_32967_39964.jpg,Tumor Cells,NBL-11.svs,38.92,255,12.13,79,29.0,190,19.96,131,Tumor Positive
